How often must a car over three years old have an MOT test?	Every six months	Every year	Every three years	Never	B	If your vehicle is over three years old, you must take it for a Ministry of Transport (MOT) test every year. It is an offence not to have an MOT certificate if your vehicle is more than three years old.	../src/online/uk_government_the_law_and_your_role/fundamental_principles/00.json	
If you need information about income tax, which TWO of the following would be helpful?	HMRC's helpline	NHS Direct	HMRC's website	Your local governing body	A, C	You can find out more about income tax at www.gov.uk/income-tax. You can get help and advice about taxes and completing tax forms from the HMRC self-assessment helpline on 0300 200 3310, and by visiting https://www.gov.uk/government/organisations/hm-revenue- customs.	../src/online/uk_government_the_law_and_your_role/fundamental_principles/00.json	
What do you need to provide to obtain a National Insurance number?	That you have permission to work in the UK	Proof of continuous residency in the UK	That you are a British citizen	That you have a job	A	A non-UK national living in the UK and looking for work, starting work or setting up as self-employed will need a National Insurance number. However, you can start work without one. If you have permission to work in the UK, you will need to telephone the National Insurance number application line.	../src/online/uk_government_the_law_and_your_role/fundamental_principles/00.json	
Breaking a Forced Marriage Protection Order can result in a prison sentence.	True	False			A	A potential victim, or someone acting for them, can apply for an order. Anyone found to have breached a Forced Marriage Protection Order can be jailed for up to two years for contempt of court.	../src/online/uk_government_the_law_and_your_role/fundamental_principles/00.json	
Where would you look for information about National Insurance Contributions?	The local newspaper	TV Guide	On www.gov.uk	The website of your local council	C	Further guidance about National Insurance Contributions is available on https://www.gov.uk/national-insurance.	../src/online/uk_government_the_law_and_your_role/fundamental_principles/00.json	
A husband cannot be charged with raping his wife.	True	False			B	In the UK, brutality and violence in the home is a serious crime. Anyone who is violent towards their partner -- whether they are a man or a woman, married or living together -- can be prosecuted. Any man who forces a woman to have sex, including a woman's husband, can be charged with rape.	../src/online/uk_government_the_law_and_your_role/fundamental_principles/00.json	
Which of the following statements is correct?	It is legal to send a girl abroad for circumcision or cutting.	It is illegal in the UK to send a girl abroad for circumcision or cutting.			B	Female genital mutilation (FGM), also known as cutting or female circumcision, is illegal in the UK. Practising FGM or taking a girl or woman abroad for FGM is a criminal offence.	../src/online/uk_government_the_law_and_your_role/fundamental_principles/00.json	
Which of the following statements is correct?	The government, public bodies and the courts must follow the principles of the European Convention on Human Rights.	Only the government must follow the principles of the European Convention on Human Rights.			A	The Human Rights Act 1998 incorporated the European Convention on Human Rights into UK law. The government, public bodies and the courts must follow the principles of the Convention.	../src/online/uk_government_the_law_and_your_role/fundamental_principles/00.json	
Employees need to pay National Insurance Contributions themselves.	True	False			B	Employees have their National Insurance Contributions deducted from their pay by their employer.	../src/online/uk_government_the_law_and_your_role/fundamental_principles/00.json	
UK laws aim to ensure that people are protected from unfair treatment at all times of their life or work.	True	False			A	UK laws ensure that people are not treated unfairly in any area of life or work because of their age, disability, sex, pregnancy and maternity, race, religion or belief, sexuality or marital status.	../src/online/uk_government_the_law_and_your_role/fundamental_principles/00.json	
Which of the following statements is correct?	The UN Security Council has 30 members.	The UN Security Council has 15 members.			B	There are 15 members on the UN Security Council, which recommends action when there are international crises and threats to peace.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/01.json	
The Council of Europe has the power to make laws which are binding in member states.	True	False			B	The Council of Europe has 47 member countries, including the UK, and is responsible for the protection and promotion of human rights in those countries. It has no power to make laws but draws up conventions and charters.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/01.json	
Which of the following statements is correct?	Countries must join the Commonwealth if the monarch commands it.	Countries join the Commonwealth voluntarily.			B	The King is the ceremonial head of the Commonwealth, which currently has 54 member states. Membership is voluntary.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
The UK has never been a member of NATO.	True	False			B	The UK is a member of NATO. NATO is a group of European and North American countries that have agreed to help each other if they come under attack. It also aims to maintain peace between all of its members.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Which TWO of the following countries are members of the Commonwealth?	USA	Pakistan	Canada	Brazil	B, C	The Commonwealth makes up 54 member states, including Pakistan and Canada.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
The UK is a permanent member of the UN Security Council.	True	False			A	There are 15 members on the UN Security Council, which recommends action when there are international crises and threats to peace. The UK is one of five permanent members of the Security Council.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Which of the following statements is correct?	The United Nations was set up between the First and Second World Wars.	The United Nations was set up after the Second World War.			B	The UN was set up after the Second World War and aims to prevent war and promote international peace and security.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Which of the following statements is correct?	The King is the elected leader of the Commonwealth.	The King is the ceremonial head of the Commonwealth.			B	The King is the ceremonial head of the Commonwealth, which currently has 54 member states.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Which of the following is NOT a member of the Commonwealth?	Australia	USA	Kenya	Bangladesh	B	Australia, Kenya and Bangladesh are members of the Commonwealth. The King is the ceremonial head of the Commonwealth, which currently has 54 member states.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Which of the following statements is correct?	More than 190 countries belong to NATO.	More than 190 countries belong to the United Nations.			B	The UK is part of the United Nations (UN), an international organisation with more than 190 countries as members.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
The Commonwealth can suspend members.	True	False			A	The Commonwealth has no power over its members, although it can suspend membership. The Commonwealth is based on the core values of democracy, good government and the rule of law.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Which of the following is an aim of the United Nations?	Protecting UK wildlife	Promoting international security	Teaching people English	Promoting free trade	B	The UN was set up after the Second World War and aims to prevent war and promote international peace and security.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Which TWO of the following countries belong to the Commonwealth?	Switzerland	Germany	Cameroon	Singapore	C, D	Cameroon and Singapore are members of the Commonwealth.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
How many countries belong to the Commonwealth?	12	25	39	54	D	The King is the ceremonial head of the Commonwealth, which currently has 54 member states.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Which of the following is a core value of the Commonwealth?	Intolerance	Slavery	Inequality	Good government	D	The Commonwealth has no power over its members, although it can suspend membership. The Commonwealth is based on the core values of democracy, good government and the rule of law.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
NATO is a group of North American and European countries which have agreed to do which TWO of the following?	Maintain peace between member countries	Promote traditional culture	To protect each other when under attack	To allow the free movement of people across borders	A, C	The UK is a member of the North Atlantic Treaty Organisation (NATO). NATO is a group of European and North American countries that have agreed to help each other if they come under attack. It also aims to maintain peace between all of its members.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Which international organisation, of which the UK is a member, was set up to promote international peace and security?	FIFA	World Health Organization	The United Nations	The Eisteddfod	C	The UN was set up after the Second World War and aims to prevent war and promote international peace and security.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Which of the following statements is correct?	The Commonwealth is a group of countries which support each other and work together.	The Commonwealth is a group of regions which compete together at the Olympics.			A	The Commonwealth is an association of countries that support each other and work together towards shared goals in democracy and development.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Which of the following statements is correct?	NATO stands for the North Atlantic Treaty Organisation.	NATO stands for the North Atlantic Territorial Organisation.			A	The UK is a member of the North Atlantic Treaty Organisation (NATO).	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
The UK belongs to which of the following?	The Women's Franchise League	The Australasian Union	The Commonwealth	The Arab League	C	The UK is a member of the Commonwealth.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
After which war was the UN created?	English Civil War	Boer War	Second World War	First World War	C	The UN was set up after the Second World War and aims to prevent war and promote international peace and security.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
The UK belongs to which TWO international bodies?	The Commonwealth	Collective Security Treaty Organization (CSTO)	The North American Free Trade Agreement (NAFTA)	The North Atlantic Treaty Organization (NATO)	A, D	The UK belongs to many International bodies including NATO (North Atlantic Treaty Organization) and the Commonwealth.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
The UK is one of five permanent members of the UN Security Council.	True	False			C	There are 15 members on the UN Security Council, which recommends action when there are international crises and threats to peace. The UK is one of five permanent members of the Security Council.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
What is the full title of the European Convention on Human Rights?	The European Convention on Human and Animal Rights	The European Convention on Human and State Rights	The European Convention on Human Rights and Fundamental Freedoms	The European Convention on Human Rights and Government Freedoms	C	The Council of Europe has 47 member countries, including the UK, and is responsible for the protection and promotion of human rights in those countries. It has no power to make laws but draws up conventions and charters, the most well-known of which is the European Convention on Human Rights and Fundamental Freedoms, usually called the European Convention on Human Rights.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
All member states of the Commonwealth were once part of the British Empire.	True	False			B	The Commonwealth is an association of countries that support each other and work together towards shared goals in democracy and development. Most member states were once part of the British Empire, although a few countries which were not have also joined.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Who is the ceremonial head of the Commonwealth?	The Prime Minister	The President of the USA	The King	The Prince of Wales	C	The King is the ceremonial head of the Commonwealth, which currently has 54 member states.	../src/online/uk_government_the_law_and_your_role/the_uk_and_international_institutions/00.json	
Which of the following statements is correct?	It is possible to volunteer with the police and become a special constable.	The police never accept volunteers.			A	You can volunteer with the police, and become a special constable or a lay (non-police) representative. You can also apply to become a magistrate. You will often find advertisements for vacancies in your local newspaper or on local radio. You can also find out more about these sorts of roles at www.gov.uk.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/01.json	
Which of the following statements is correct?	You can support your local community and the education of children by becoming a school governor.	You can support your local community and the education of children by becoming a school director.			A	School governors are people from the local community who wish to make a positive contribution to children's education.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/01.json	
Why is it good for the environment to use public transport or walk?	It burns more calories	It creates less pollution than driving a car	It leaves more space on the road for heavy goods vehicles	It makes the roads safer for animals and children	B	Walking and using public transport to get around when you can is a good way to protect the environment. It means that you create less pollution than when you use a car.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/01.json	
Volunteering is a good way to earn more money.	True	False			B	Volunteering is working to help others without payment. There are many benefits to volunteering, such as meeting new people and helping make your community a better place. There are many activities you can do as a volunteer, such as working with the homeless and helping improve the environment.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/01.json	
Which of the following statements is correct?	There are only a few charities in Britain, most of them national.	There are thousands of charities active in Britain.			B	There are thousands of active charities and voluntary organisations in the UK.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/01.json	
Volunteering and helping your community are important parts of being a good citizen.	True	False			A	Volunteering and helping your community are an important part of being a good citizen. They enable you to integrate and get to know other people.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/01.json	
It is possible to find out information about different political parties from their party websites.	True	False			A	You can find out more about joining a political party from the individual party websites.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/01.json	
What is the upper age limit for being on a jury in the UK?	60	75	80	90	B	As well as getting the right to vote, people on the electoral register are randomly selected to serve on a jury. Anyone who is on the electoral register and is aged 18-70 (18-75 in England and Wales) can be asked to do this.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/01.json	
Which of the following is a benefit of volunteering?	Getting more state benefits	Getting paid	Having a chance to practise your English	A courtesy car	C	Volunteering is working for good causes without payment. There are many benefits to volunteering, such as meeting new people and helping make your community a better place. Some volunteer activities will give you a chance to practise your English or develop work skills that will help you find a job or improve your curriculum vitae (CV). Many people volunteer simply because they want to help other people.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/01.json	
Which of the following can volunteers help in?	Air raid shelters	Homeless shelters	Life in the UK test centres	Juries	B	Activities you can do as a volunteer include: • working with animals -- for example, caring for animals at a local rescue shelter • youth work -- for example, volunteering at a youth group • helping improve the environment -- for example, participating in a litter pick-up in the local area • working with the homeless in, for example, a homelessness shelter • mentoring -- for example, supporting someone who has just come out of prison • work in health and hospitals -- for example, working on an information desk in a hospital • helping older people at, for example, a residential care home.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/01.json	
Which of the following is a good way of helping your community?	Travelling	Complaining	Volunteering	Spending lots of time online	C	Volunteering and helping your community are an important part of being a good citizen. They enable you to integrate and get to know other people. It helps to make your community a better place if residents support each other.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/01.json	
Which of the following is a purpose of the National Citizen Service programme?	To support the police	To train young people for the army	To help secure Britain's borders	To give young people an opportunity to enjoy outdoor activities	D	There are many opportunities for younger people to volunteer and receive accreditation which will help them to develop their skills. These include the National Citizen Service programme, which gives 16- and 17-year-olds the opportunity to enjoy outdoor activities, develop their skills and take part in a community project.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
British, Irish and eligible Commonwealth citizens can stand as candidates for which positions?	MP only	Local councillor only	Member of a devolved assembly only	Local councillor, MP or member of a devolved assembly	D	British citizens can stand for office as a local councillor, a member of Parliament (or the devolved equivalents). You may also be able to stand for office if you are an Irish citizen or an eligible Commonwealth citizen.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
In the UK, it is NOT necessary to treat which group equally?	People who follow a different religion	Women	People who are disabled	Everyone has the right to be treated equally	D	Although Britain is one of the world's most diverse societies, there is a set of shared values and responsibilities that everyone can agree with. These values and responsibilities include: • to obey and respect the law • to be aware of the rights of others and respect those rights • to treat others with fairness • to behave responsibly • to help and protect your family • to respect and preserve the environment • to treat everyone equally, regardless of sex, race, religion, age, disability, class or sexual orientation • to work to provide for yourself and your family • to help others • to vote in local and national government elections.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
Which of the following is a responsibility for UK citizens?	Standing for public office	Learning to play a musical instrument	Obeying the law	Joining the armed forces	C	Although Britain is one of the world's most diverse societies, there is a set of shared values and responsibilities that everyone can agree with. These values and responsibilities include: • to obey and respect the law • to be aware of the rights of others and respect those rights • to treat others with fairness • to behave responsibly • to help and protect your family • to respect and preserve the environment • to treat everyone equally, regardless of sex, race, religion, age, disability, class or sexual orientation • to work to provide for yourself and your family • to help others • to vote in local and national government elections.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
You must always tell a canvasser how you intend to vote.	True	False			B	Members work hard to persuade people to vote for their candidates -- for instance, by knocking on people's doors and asking for their support. This is called canvassing. You don't have to tell a canvasser how you intend to vote if you don't want to.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
To be selected to be on a jury where must your name be recorded?	On the voter list	In The Phone Book	On your driving licence	On the electoral register	D	As well as getting the right to vote, people on the electoral register are randomly selected to serve on a jury. Anyone who is on the electoral register and is aged 18-70 (18-75 in England and Wales) can be asked to do this.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
People can be randomly chosen for jury service if they are which TWO of the following?	A member of the police	On the electoral register	Aged at least 50	Aged between 18 and 75	B, D	As well as getting the right to vote, people on the electoral register are randomly selected to serve on a jury. Anyone who is on the electoral register and is aged 18-70 (18-75 in England and Wales) can be asked to do this.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
Some people volunteer to improve the environment, perhaps by picking up rubbish.	True	False			A	You can volunteer for many activities, including helping improve the environment -- for example, participating in a litter pick-up in the local area.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
From what age are you eligible to be called for jury service?	14	16	18	21	C	As well as getting the right to vote, people on the electoral register are randomly selected to serve on a jury. Anyone who is on the electoral register and is aged 18-70 (18-75 in England and Wales) can be asked to do this.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
Which of the following statements is correct?	The National Citizen Service programme gives 16- and 17-year-olds the opportunity to enjoy outdoor activities.	The National Citizen Service programme gives 18- and 19-year-olds the opportunity to enjoy indoor activities.			A	There are many opportunities for younger people to volunteer and receive accreditation which will help them to develop their skills. These include the National Citizen Service programme, which gives 16- and 17-year-olds the opportunity to enjoy outdoor activities, develop their skills and take part in a community project. You can find out more about these opportunities as follows: - National Citizen Service: at https://wearencs.com - England: at www.vinspired.com - Wales: at https://volunteering-wales.net/vk/volunteers/index.htm - Scotland: at www.volunteerscotland.net - Northern Ireland: at www.volunteernow.co.uk	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
What does 'canvassing' for a political party mean?	To cast your vote for a party	To join a party	To oppose the views of the party	To ask for someone's support for the party	D	Political parties work hard to persuade people to vote for their candidates -- for instance, by handing out leaflets in the street or by knocking on people's doors and asking for their support. This is called 'canvassing'.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
Which TWO of the following are responsibilities of school governors?	To set the school's strategic direction	To write the school curriculum	To monitor and evaluate the school's performance	To interview new teachers	A, C	Governors and school boards have an important part to play in raising school standards. They have three key roles: • setting the strategic direction of the school • ensuring accountability • monitoring and evaluating school performance.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
What is a way in which parents can help in schools?	They can teach classes	They can replace the head teacher	They can do the children's homework for them	They can listen to children read in the classroom	D	If you have children, there are many ways in which you can help at their schools. Parents can often help in classrooms, by supporting activities or listening to children read.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
School governors must be at least how old?	16	18	21	25	B	School governorsare people from the local community who wish to make a positive contribution to children's education. They must be aged 18 or over at the date of their election or appointment.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
Charities need volunteers to help with which TWO of the following?	Party-political campaigning	Law enforcement	Raising money	Activities	C, D	Volunteers are needed to help charities with their activities and to raise money.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
What are TWO examples of canvassing that you might encounter in the lead up to an election?	Political party members handing out leaflets in the street	People knocking on your door and asking you to support a candidate	Receiving a poll card	Receiving a postal ballot	A, B	Political parties are particularly busy at election times. Members work hard to persuade people to vote for their candidates -- for instance, by handing out leaflets in the street or by knocking on people's doors and asking for their support. This is called 'canvassing'.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
Charities exist to help which of the following causes?	Bankers	Medical research	Members of Parliament	Pharmaceutical companies	B	There are thousands of active charities and voluntary organisations in the UK. They work to improve the lives of people, animals and the environment in many different ways.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
Hospitals often need donated blood to help people who are ill or injured.	True	False			A	Donated blood is used by hospitals to help people with a wide range of injuries and illnesses. Giving blood only takes about an hour to do. You can register to give blood at: - England and North Wales: www.blood.co.uk - Rest of Wales: www.welsh-blood.org.uk - Scotland: www.scotblood.co.uk - Northern Ireland: https://nibts.hscni.net	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
Using recycled materials to make new products uses less energy and means that we do not need to extract more raw materials from the earth.	True	False			A	It is important to recycle as much of your waste as you can. Using recycled materials to make new products uses less energy and means that we do not need to extract more raw materials from the earth.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
What are the benefits of understanding and following British values and responsibilities?	You will earn a higher salary	You will find it easier to play an active role as a citizen	You will earn less respect	There are no benefits to following British values and responsibilities	B	Taking on these British values and responsibilities will make it easier for you to become a full and active citizen.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
It is compulsory for 16 and 17 year olds to participate in the National Citizen Service programme.	True	False			B	There are many opportunities for younger people to volunteer and receive accreditation which will help them to develop their skills. These include the National Citizen Service programme, which gives 16- and 17-year-olds the opportunity to enjoy outdoor activities, develop their skills and take part in a community project.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
What age group is the National Citizen Service for?	Under 10	12- to 18-year-olds	16- and 17-year-olds	18- to 30-year-olds	C	The National Citizen Service programme gives 16- and 17-year-olds the opportunity to enjoy outdoor activities, develop their skills and take part in a community project.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
Which of the following statements is correct?	The only way to become a school governor is by applying at the Governors for Schools website.	It is possible to become a school governor by asking a local school if they need a new governor.			B	You can contact your local school to ask if they need a new governor. In England, you can also apply online at the Governors for Schools website at www.governorsforschools.org.uk.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
Which TWO of the following are shared values of the UK?	To only look after yourself	To obey and respect the law	To treat others with fairness	To disregard the environment	B, C	Although Britain is one of the world's most diverse societies, there is a set of shared values and responsibilities that everyone can agree with. These values and responsibilities include: • to obey and respect the law • to be aware of the rights of others and respect those rights • to treat others with fairness • to behave responsibly • to help and protect your family • to respect and preserve the environment • to treat everyone equally, regardless of sex, race, religion, age, disability, class or sexual orientation • to work to provide for yourself and your family • to help others • to vote in local and national government elections.	../src/online/uk_government_the_law_and_your_role/your_role_in_the_community/00.json	
Which of the following statements is correct?	Roald Dahl served in the Royal Air Force during the Second World War.	Roald Dahl served in the Royal Navy during the Second World War.			A	Roald Dahl was born in Wales to Norwegian parents. It was during the 1940s that he began to publish books and short stories. He is most well known for his children's books, although he also wrote for adults. Several of his books have been made into films.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Which of the following statements is correct?	The 1950s was a period of economic recovery and increasing prosperity for working people.	The 1950s was a period of economic decline that saw millions lose their jobs.			A	The 1950s was a period of economic recovery after the war and increasing prosperity for working people.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
During the 1970s, people began to argue that which groups had too much influence and that their activities were causing difficulties for the government and harming the UK?	Charitable organisations	Football clubs	Women's rights organisations	Trade unions	D	During the 1970s, people began to argue that the unions were too powerful and that their activities were harming the UK.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
The Labour Party won a majority at the general election of 7 May 2015.	True	False			B	The Conservative Party won a majority at the general election of 7 May 2015 and David Cameron remained Prime Minister.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
During the 1960s, Parliament passed new laws that gave women which right?	Free lunches	Equal pay	Childcare at work	Two years' paid maternity leave	B	The position of women in the workplace improved during the 1960s. It was quite common at the time for employers to ask women to leave their jobs when they got married, but Parliament passed new laws giving women the right to equal pay and made it illegal for employers to discriminate against women because of their gender.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Rebuilding Britain after the Second World War was a huge task.	True	False			A	Labour shortages meant that rebuilding Britain after the Second World War was a huge task.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Who succeeded David Cameron to become Prime Minister on 13 July 2016?	Margaret Thatcher	Boris Johnson	Theresa May	Winston Churchill	C	The Conservative Party won a majority at the general election of 7 May 2015 and David Cameron remained Prime Minister. He was succeeded by Theresa May on 13 July 2016.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Which of the following is a British invention or innovation?	A Turing machine	The Karaoke machine	Super Glue	The photocopier	A	A Turing machine is a theoretical mathematical device invented by Alan Turing (1912-54), a British mathematician, in the 1930s. The theory was influential in the development of computer science and the modern-day computer.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Margaret Thatcher was famous for her close working relationship with which American President?	Woodrow Wilson	Gerald Ford	Bill Clinton	Ronald Reagan	D	Margaret Thatcher worked closely with the United States President, Ronald Reagan.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
In 1948 Aneurin (Nye) Bevan led the establishment of which of the following?	The Northern Ireland peace process	The Paralympics	The EEC	The National Health Service	D	In 1948, Aneurin (Nye) Bevan, the Minister for Health, led the establishment of the National Health Service (NHS), which guaranteed a minimum standard of healthcare for all, free at the point of use.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
The Beveridge report of 1942 provided the basis of the modern welfare state?	True	False			A	The 1942 report Social Insurance and Allied Services (known as the Beveridge Report) was commissioned by the wartime government in 1941. It provided the basis of the modern welfare state.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Due to labour shortages in the UK during the 1950s, centres were set up in the West Indies to recruit people to do what job?	Drive trains	Drive taxis	Drive buses	Drive trams	C	During the 1950s, there was still a shortage of labour in the UK. Further immigration was therefore encouraged for economic reasons, and many industries advertised for workers from overseas. For example, centres were set up in the West Indies to recruit people to drive buses.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Which of the following statements is correct?	The Beveridge Report of 1942 outlined a plan to end the war in Europe.	The Beveridge Report of 1942 provided the basis of the modern welfare state.			B	The Social Insurance and Allied Services (known as the Beveridge Report) was commissioned by the wartime government in 1941. It recommended that the government should find ways of fighting the five 'Giant Evils' of Want, Disease, Ignorance, Squalor and Idleness and provided the basis of the modern welfare state.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
After the 2010 General Election saw no political party win an overall majority for the first time since 1974, the Conservative Party formed a coalition government with which party?	Green Party	Labour Party	Liberal Democrats	UKIP	C	In May 2010, and for the first time in the UK since February 1974, no political party won an overall majority in the General Election. The Conservative and Liberal Democrat parties formed a coalition and the leader of the Conservative Party, David Cameron, became Prime Minister.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Which TWO of these were books written by Roald Dahl?	Prince Caspian	The Lord of the Rings	George's Marvellous Medicine	Charlie and the Chocolate Factory	C, D	Roald Dahl's best-known works include Charlie and the Chocolate Factory and George's Marvellous Medicine.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Which of the following people is NOT an important 20th century inventor?	John MacLeod	Sir Frank Whittle	Sir Peter Mansfield	David Allan	D	John MacLeod (1876-1935) was the co-discoverer of insulin, used to treat diabetes. Sir Frank Whittle (1907-96), a British Royal Air Force engineer officer, developed the jet engine in Britain in the 1930s. Sir Peter Mansfield (1933-), a British scientist, is the co-inventor of the MRI (magnetic resonance imaging) scanner.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
British combat troops left which country in 2009?	Syria	Afghanistan	Bosnia	Iraq	D	British combat troops left Iraq in 2009.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Which of the following statements is correct?	Problems with the 'balance of payments' in the late 1970s were caused by the end of the post-war economic boom.	Problems with the 'balance of payments' in the late 1970s were caused by many industries and services being affected by strikes.			A	The post-war economic boom came to an end in the late 1970s, resulting in problems with the 'balance of payments': imports of goods were valued at more than the price paid for exports.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
The first team to succeed in cloning a mammal was led by the British scientists Sir Ian Wilmut and Keith Campbell.	True	False			A	In 1996, two British scientists, Sir Ian Wilmut (1944-) and Keith Campbell (1954-2012), led a team which was the first to succeed in cloning a mammal, Dolly the sheep.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Which of the following statements is correct?	Deregulation, under Margaret Thatcher's government, saw a great increase in the role of the City of London as an international centre for investments, insurance and other financial services.	Deregulation, under Margaret Thatcher's government, saw a great increase in the role of Manchester as an international centre for investments, insurance and other financial services.			A	Margaret Thatcher's government made structural changes to the economy through the privatisation of nationalised industries and imposed legal controls on trade union powers. Deregulation saw a great increase in the role of the City of London as an international centre for investments, insurance and other financial services. Traditional industries, such as shipbuilding and coal mining, declined.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Although Clement Attlee lost the 1951 election, he led the Labour party for how long?	30 years	20 years	10 years	40 years	B	Clement Attlee was Prime Minister from 1945 to 1951 and led the Labour Party for 20 years.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
Which of the following saw significant changes during the Second World War?	The health service	The education system	Voting rights	Transport networks	B	During the Second World War, there had been significant reforms to the education system and people now looked for wider social reforms.	../src/online/a_long_and_illustrious_history/britain_since_1945/01.json	
